,Short RDate FY,Utility Type,Bname,Fiscal Year,bldg sqft,MTCO2,kg CO2 / sq ft
,FY 13,Natural Gas,SCHEMBECHLER GLENN E HALL,2013,77187,45.257236,0.586
,FY 13,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2013,88863,7.65725,0.086
,FY 13,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2013,17382,7.79895,0.449
,FY 13,Natural Gas,WEISFELD FAMILY GOLF CENTER,2013,11307,1.3734,0.121
,FY 13,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2013,22837,7.43925,0.326
,FY 13,Natural Gas,BAHNA WRESTLING  CENTER,2013,22072,5.98955,0.271
,FY 13,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2013,45356,22.4104,0.494
,FY 13,Natural Gas,FISHER RAY BASEBALL STADIUM,2013,30167,14.9984,0.497
,FY 13,Natural Gas,CRISLER ARENA,2013,201311,3.4335,0.017
,FY 13,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2013,78402,78.1012795,0.996
,FY 13,Natural Gas,MICHIGAN STADIUM COMPLEX,2013,153630,105.8499,0.689
,FY 22,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2022,89026,0.77935,0.009
,FY 22,Natural Gas,WEISFELD FAMILY GOLF CENTER,2022,11307,0,0.000
,FY 22,Natural Gas,FIELD HOCKEY COMPLEX,2022,14683,0.4251,0.029
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,0.0050685,0.000
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,0.010137,0.000
,FY 22,Natural Gas,FISHER RAY BASEBALL STADIUM,2022,30275,0.24525,0.008
,FY 22,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2022,17382,0.03815,0.002
,FY 22,Natural Gas,MICHIGAN STADIUM COMPLEX,2022,570378,8.6219,0.015
,FY 22,Natural Gas,CRISLER ARENA,2022,265276,0.5559,0.002
,FY 22,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2022,45356,22.23927,0.490
,FY 22,Natural Gas,BAHNA WRESTLING  CENTER,2022,22072,0.936855,0.042
,FY 22,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2022,89001,0.0174945,0.000
,FY 22,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2022,22837,0.3815,0.017
,FY 16,Natural Gas,FIELD HOCKEY COMPLEX,2016,14683,7.03595,0.479
,FY 16,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2016,45356,25.90385,0.571
,FY 16,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2016,17382,6.34925,0.365
,FY 16,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2016,22837,8.89985,0.390
,FY 16,Natural Gas,CRISLER ARENA,2016,264041,3.54795,0.013
,FY 16,Natural Gas,WEISFELD FAMILY GOLF CENTER,2016,11307,1.4497,0.128
,FY 16,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2016,78278,69.263614,0.885
,FY 16,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2016,89026,7.8371,0.088
,FY 16,Natural Gas,BAHNA WRESTLING  CENTER,2016,22072,5.6026,0.254
,FY 16,Natural Gas,MICHIGAN STADIUM COMPLEX,2016,570265,100.37265,0.176
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,20.065047,0.235
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,40.136089,0.469
,FY 16,Natural Gas,FISHER RAY BASEBALL STADIUM,2016,30167,14.7695,0.490
,FY 15,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2015,22837,1.1663,0.051
,FY 15,Natural Gas,BAHNA WRESTLING  CENTER,2015,22072,1.2862,0.058
,FY 15,Natural Gas,FISHER RAY BASEBALL STADIUM,2015,30167,5.4609,0.181
,FY 15,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2015,45356,12.82385,0.283
,FY 15,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2015,78278,20.7980175,0.266
,FY 15,Natural Gas,SCHEMBECHLER GLENN E HALL,2015,85526,6.0250295,0.070
,FY 15,Natural Gas,SCHEMBECHLER GLENN E HALL,2015,85526,12.051803,0.141
,FY 15,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2015,88863,0.70305,0.008
,FY 15,Natural Gas,MICHIGAN STADIUM COMPLEX,2015,570265,12.099,0.021
,FY 15,Natural Gas,FIELD HOCKEY COMPLEX,2015,14683,1.12815,0.077
,FY 15,Natural Gas,CRISLER ARENA,2015,264041,1.84755,0.007
,FY 15,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2015,17382,0.7303,0.042
,FY 15,Natural Gas,WEISFELD FAMILY GOLF CENTER,2015,11307,0.03815,0.003
,FY 22,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2022,89026,3.15555,0.035
,FY 22,Natural Gas,WEISFELD FAMILY GOLF CENTER,2022,11307,0.07085,0.006
,FY 22,Natural Gas,FIELD HOCKEY COMPLEX,2022,14683,2.7359,0.186
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,65.595873,0.722
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,131.211475,1.444
,FY 22,Natural Gas,FISHER RAY BASEBALL STADIUM,2022,30275,2.1146,0.070
,FY 22,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2022,17382,1.60775,0.092
,FY 22,Natural Gas,MICHIGAN STADIUM COMPLEX,2022,570378,25.1463,0.044
,FY 22,Natural Gas,CRISLER ARENA,2022,265276,1.21535,0.005
,FY 22,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2022,45356,16.185955,0.357
,FY 22,Natural Gas,BAHNA WRESTLING  CENTER,2022,22072,2.91575,0.132
,FY 22,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2022,89001,226.434202,2.544
,FY 22,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2022,22837,1.6241,0.071
,FY 12,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,5.6507235,0.072
,FY 12,Natural Gas,WEISFELD FAMILY GOLF CENTER,2012,11307,0.0109,0.001
,FY 12,Natural Gas,BAHNA WRESTLING  CENTER,2012,22072,4.01665,0.182
,FY 12,Natural Gas,MICHIGAN STADIUM COMPLEX,2012,153630,8.5565,0.056
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,1.636962,0.021
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,3.2744145,0.042
,FY 12,Natural Gas,FISHER RAY BASEBALL STADIUM,2012,30167,3.2155,0.107
,FY 12,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,0.8284,0.048
,FY 12,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2012,22837,1.32435,0.058
,FY 12,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,1.13905,0.013
,FY 12,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,11.61395,0.256
,FY 17,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2017,17382,5.11101,0.294
,FY 17,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2017,22837,10.61115,0.465
,FY 17,Natural Gas,FISHER RAY BASEBALL STADIUM,2017,30167,12.82385,0.425
,FY 17,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2017,78278,62.583658,0.800
,FY 17,Natural Gas,BAHNA WRESTLING  CENTER,2017,22072,5.410215,0.245
,FY 17,Natural Gas,SCHEMBECHLER GLENN E HALL,2017,85526,36.2652265,0.424
,FY 17,Natural Gas,SCHEMBECHLER GLENN E HALL,2017,85526,18.1299155,0.212
,FY 17,Natural Gas,CRISLER ARENA,2017,264041,2.74135,0.010
,FY 17,Natural Gas,WEISFELD FAMILY GOLF CENTER,2017,11307,1.6568,0.147
,FY 17,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2017,89026,11.88645,0.134
,FY 17,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2017,45356,23.187025,0.511
,FY 17,Natural Gas,MICHIGAN STADIUM COMPLEX,2017,570265,124.58155,0.218
,FY 17,Natural Gas,FIELD HOCKEY COMPLEX,2017,14683,5.7007,0.388
,FY 12,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,7.627602,0.097
,FY 12,Natural Gas,WEISFELD FAMILY GOLF CENTER,2012,11307,0.0872,0.008
,FY 12,Natural Gas,BAHNA WRESTLING  CENTER,2012,22072,3.1937,0.145
,FY 12,Natural Gas,MICHIGAN STADIUM COMPLEX,2012,153630,24.30155,0.158
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,2.209648,0.029
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,4.41995,0.057
,FY 12,Natural Gas,FISHER RAY BASEBALL STADIUM,2012,30167,7.14495,0.237
,FY 12,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,2.7359,0.157
,FY 12,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2012,22837,1.16085,0.051
,FY 12,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,0.4796,0.005
,FY 12,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,11.9791,0.264
,FY 18,Natural Gas,MICHIGAN STADIUM COMPLEX,2018,570377,11.66845,0.020
,FY 18,Natural Gas,WEISFELD FAMILY GOLF CENTER,2018,11307,0.109,0.010
,FY 18,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,9.785257,0.125
,FY 18,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,0.85565,0.010
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,2.8347085,0.033
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,5.6702345,0.066
,FY 18,Natural Gas,FISHER RAY BASEBALL STADIUM,2018,30167,1.1118,0.037
,FY 18,Natural Gas,CRISLER ARENA,2018,264041,2.29445,0.009
,FY 18,Natural Gas,FIELD HOCKEY COMPLEX,2018,14683,2.0601,0.140
,FY 18,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,0.51557,0.030
,FY 18,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,16.839955,0.371
,FY 18,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2018,22837,1.45515,0.064
,FY 18,Natural Gas,BAHNA WRESTLING  CENTER,2018,22072,1.69059,0.077
,FY 07,Natural Gas,FISHER RAY BASEBALL STADIUM,2007,11556,12.535,1.085
,FY 07,Natural Gas,MICHIGAN STADIUM COMPLEX,2007,153630,34.771,0.226
,FY 07,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,0.43055,0.030
,FY 07,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,19.05865,0.420
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,4.571351,0.066
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,9.14401,0.131
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,15.780039,0.207
,FY 07,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,5.0358,0.057
,FY 07,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2007,22837,3.1065,0.136
,FY 18,Natural Gas,MICHIGAN STADIUM COMPLEX,2018,570377,4.73605,0.008
,FY 18,Natural Gas,WEISFELD FAMILY GOLF CENTER,2018,11307,0.00545,0.000
,FY 18,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,1.688192,0.022
,FY 18,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,0.3488,0.004
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,0.489083,0.006
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,0.978275,0.011
,FY 18,Natural Gas,FISHER RAY BASEBALL STADIUM,2018,30167,0.23435,0.008
,FY 18,Natural Gas,CRISLER ARENA,2018,264041,1.1227,0.004
,FY 18,Natural Gas,FIELD HOCKEY COMPLEX,2018,14683,1.4933,0.102
,FY 18,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,0.13843,0.008
,FY 18,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,15.48236,0.341
,FY 18,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2018,22837,1.0246,0.045
,FY 18,Natural Gas,BAHNA WRESTLING  CENTER,2018,22072,1.75163,0.079
,FY 12,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,34.6536615,0.442
,FY 12,Natural Gas,WEISFELD FAMILY GOLF CENTER,2012,11307,0.6431,0.057
,FY 12,Natural Gas,BAHNA WRESTLING  CENTER,2012,22072,4.6325,0.210
,FY 12,Natural Gas,MICHIGAN STADIUM COMPLEX,2012,153630,46.58115,0.303
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,10.0388455,0.130
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,20.080743,0.260
,FY 12,Natural Gas,FISHER RAY BASEBALL STADIUM,2012,30167,12.33335,0.409
,FY 12,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,3.3245,0.191
,FY 12,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2012,22837,2.5724,0.113
,FY 12,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,0.6104,0.007
,FY 12,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,16.7424,0.369
,FY 08,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2008,76247,0,0.000
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,0,0.000
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,0,0.000
,FY 08,Natural Gas,FISHER RAY BASEBALL STADIUM,2008,11556,11.55945,1.000
,FY 08,Natural Gas,MICHIGAN STADIUM COMPLEX,2008,153630,10.5512,0.069
,FY 08,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2008,22837,6.8452,0.300
,FY 08,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2008,45356,23.98,0.529
,FY 08,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2008,88863,10.7474,0.121
,FY 18,Natural Gas,MICHIGAN STADIUM COMPLEX,2018,570377,8.89985,0.016
,FY 18,Natural Gas,WEISFELD FAMILY GOLF CENTER,2018,11307,0.00545,0.000
,FY 18,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,5.4524525,0.070
,FY 18,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,0.64855,0.007
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,1.579519,0.018
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,3.1595285,0.037
,FY 18,Natural Gas,FISHER RAY BASEBALL STADIUM,2018,30167,0.25615,0.008
,FY 18,Natural Gas,CRISLER ARENA,2018,264041,0.28885,0.001
,FY 18,Natural Gas,FIELD HOCKEY COMPLEX,2018,14683,1.23715,0.084
,FY 18,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,0.39894,0.023
,FY 18,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,9.15164,0.202
,FY 18,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2018,22837,0.2725,0.012
,FY 18,Natural Gas,BAHNA WRESTLING  CENTER,2018,22072,0.65945,0.030
,FY 21,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2021,45356,49.02929,1.081
,FY 21,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2021,22837,10.56755,0.463
,FY 21,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2021,89001,93.082403,1.046
,FY 21,Natural Gas,FISHER RAY BASEBALL STADIUM,2021,30275,18.4101,0.608
,FY 21,Natural Gas,BAHNA WRESTLING  CENTER,2021,22072,7.18964,0.326
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,26.9651285,0.297
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,53.9382685,0.593
,FY 21,Natural Gas,CRISLER ARENA,2021,265276,0.56135,0.002
,FY 21,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2021,89026,16.0884,0.181
,FY 21,Natural Gas,FIELD HOCKEY COMPLEX,2021,14683,8.5347,0.581
,FY 21,Natural Gas,WEISFELD FAMILY GOLF CENTER,2021,11307,1.94565,0.172
,FY 21,Natural Gas,MICHIGAN STADIUM COMPLEX,2021,570378,136.76775,0.240
,FY 21,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2021,17382,5.554095,0.320
,FY 22,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2022,89026,19.4238,0.218
,FY 22,Natural Gas,WEISFELD FAMILY GOLF CENTER,2022,11307,3.2809,0.290
,FY 22,Natural Gas,FIELD HOCKEY COMPLEX,2022,14683,9.4176,0.641
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,62.5062135,0.688
,FY 22,Natural Gas,SCHEMBECHLER GLENN E HALL,2022,90891,31.2483925,0.344
,FY 22,Natural Gas,FISHER RAY BASEBALL STADIUM,2022,30275,17.90325,0.591
,FY 22,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2022,17382,5.24944,0.302
,FY 22,Natural Gas,MICHIGAN STADIUM COMPLEX,2022,570378,220.39255,0.386
,FY 22,Natural Gas,CRISLER ARENA,2022,265276,2.8776,0.011
,FY 22,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2022,45356,38.17616,0.842
,FY 22,Natural Gas,BAHNA WRESTLING  CENTER,2022,22072,3.03783,0.138
,FY 22,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2022,89001,107.868144,1.212
,FY 22,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2022,22837,14.061,0.616
,FY 16,Natural Gas,FIELD HOCKEY COMPLEX,2016,14683,0.73575,0.050
,FY 16,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2016,45356,8.16955,0.180
,FY 16,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2016,17382,0.2834,0.016
,FY 16,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2016,22837,0.49595,0.022
,FY 16,Natural Gas,CRISLER ARENA,2016,264041,1.69495,0.006
,FY 16,Natural Gas,WEISFELD FAMILY GOLF CENTER,2016,11307,0.00545,0.000
,FY 16,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2016,78278,9.1496235,0.117
,FY 16,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2016,89026,0.46325,0.005
,FY 16,Natural Gas,BAHNA WRESTLING  CENTER,2016,22072,1.88025,0.085
,FY 16,Natural Gas,MICHIGAN STADIUM COMPLEX,2016,570265,5.6789,0.010
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,2.650553,0.031
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,5.3019235,0.062
,FY 16,Natural Gas,FISHER RAY BASEBALL STADIUM,2016,30167,2.99205,0.099
,FY 08,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2008,76247,50.4570265,0.662
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,14.6169545,0.210
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,29.238269,0.419
,FY 08,Natural Gas,FISHER RAY BASEBALL STADIUM,2008,11556,26.1382,2.262
,FY 08,Natural Gas,MICHIGAN STADIUM COMPLEX,2008,153630,18.4755,0.120
,FY 08,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2008,22837,11.71205,0.513
,FY 08,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2008,45356,40.77145,0.899
,FY 08,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2008,88863,15.4017,0.173
,FY 07,Natural Gas,FISHER RAY BASEBALL STADIUM,2007,11556,5.56445,0.482
,FY 07,Natural Gas,MICHIGAN STADIUM COMPLEX,2007,153630,52.2001,0.340
,FY 07,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,0,0.000
,FY 07,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,22.3123,0.492
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,21.3801865,0.307
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,16.1989805,0.232
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,42.7667495,0.614
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,32.402866,0.465
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,73.803464,0.968
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,55.9182535,0.733
,FY 07,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,16.2737,0.183
,FY 07,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2007,22837,9.7555,0.427
,FY 19,Natural Gas,SCHEMBECHLER GLENN E HALL,2019,90891,0.4121835,0.005
,FY 19,Natural Gas,SCHEMBECHLER GLENN E HALL,2019,90891,0.8245305,0.009
,FY 19,Natural Gas,WEISFELD FAMILY GOLF CENTER,2019,11307,0.00545,0.000
,FY 19,Natural Gas,BAHNA WRESTLING  CENTER,2019,22072,1.003345,0.045
,FY 19,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2019,89026,0.327,0.004
,FY 19,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2019,17382,0.155325,0.009
,FY 19,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2019,45356,15.787015,0.348
,FY 19,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2019,22837,2.4961,0.109
,FY 19,Natural Gas,MICHIGAN STADIUM COMPLEX,2019,570377,4.5235,0.008
,FY 19,Natural Gas,FISHER RAY BASEBALL STADIUM,2019,30275,0.19075,0.006
,FY 19,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2019,89001,1.422886,0.016
,FY 19,Natural Gas,FIELD HOCKEY COMPLEX,2019,14683,0.8393,0.057
,FY 19,Natural Gas,CRISLER ARENA,2019,264016,0.84475,0.003
,FY 12,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,48.483091,0.618
,FY 12,Natural Gas,WEISFELD FAMILY GOLF CENTER,2012,11307,1.4715,0.130
,FY 12,Natural Gas,BAHNA WRESTLING  CENTER,2012,22072,5.5699,0.252
,FY 12,Natural Gas,MICHIGAN STADIUM COMPLEX,2012,153630,107.27235,0.698
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,14.045086,0.182
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,28.094423,0.364
,FY 12,Natural Gas,FISHER RAY BASEBALL STADIUM,2012,30167,16.12655,0.535
,FY 12,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,2.97025,0.171
,FY 12,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2012,22837,4.03845,0.177
,FY 12,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,4.49625,0.051
,FY 12,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,19.6854,0.434
,FY 07,Natural Gas,FISHER RAY BASEBALL STADIUM,2007,11556,13.35795,1.156
,FY 07,Natural Gas,MICHIGAN STADIUM COMPLEX,2007,153630,36.76025,0.239
,FY 07,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,5.56445,0.393
,FY 07,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,20.12685,0.444
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,11.83631,0.170
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,23.6761625,0.340
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,40.8583775,0.536
,FY 07,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,16.63885,0.187
,FY 07,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2007,22837,9.75005,0.427
,FY 12,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,96.776631,1.234
,FY 12,Natural Gas,WEISFELD FAMILY GOLF CENTER,2012,11307,2.0819,0.184
,FY 12,Natural Gas,BAHNA WRESTLING  CENTER,2012,22072,6.1585,0.279
,FY 12,Natural Gas,MICHIGAN STADIUM COMPLEX,2012,153630,140.93155,0.917
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,28.0352905,0.363
,FY 12,Natural Gas,SCHEMBECHLER GLENN E HALL,2012,77187,56.0790285,0.727
,FY 12,Natural Gas,FISHER RAY BASEBALL STADIUM,2012,30167,20.1759,0.669
,FY 12,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,1.9293,0.111
,FY 12,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2012,22837,8.26765,0.362
,FY 12,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,8.4039,0.095
,FY 12,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,25.0155,0.552
,FY 08,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2008,76247,0.0408205,0.001
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,0.0118265,0.000
,FY 08,Natural Gas,SCHEMBECHLER GLENN E HALL,2008,69698,0.023653,0.000
,FY 08,Natural Gas,FISHER RAY BASEBALL STADIUM,2008,11556,3.15555,0.273
,FY 08,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2008,14149,0,0.000
,FY 08,Natural Gas,MICHIGAN STADIUM COMPLEX,2008,153630,0.97555,0.006
,FY 08,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2008,22837,0.89925,0.039
,FY 08,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2008,45356,18.70985,0.413
,FY 08,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2008,88863,2.4089,0.027
,FY 18,Natural Gas,MICHIGAN STADIUM COMPLEX,2018,570377,33.04335,0.058
,FY 18,Natural Gas,WEISFELD FAMILY GOLF CENTER,2018,11307,0.1417,0.013
,FY 18,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,17.1591615,0.219
,FY 18,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,4.1093,0.046
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,4.9708905,0.058
,FY 18,Natural Gas,SCHEMBECHLER GLENN E HALL,2018,85526,9.943198,0.116
,FY 18,Natural Gas,FISHER RAY BASEBALL STADIUM,2018,30167,2.23995,0.074
,FY 18,Natural Gas,CRISLER ARENA,2018,264041,1.88025,0.007
,FY 18,Natural Gas,FIELD HOCKEY COMPLEX,2018,14683,3.62425,0.247
,FY 18,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,2.045385,0.118
,FY 18,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,15.975585,0.352
